legis_names,clean_votes,law_unique,same_day
Adnane Hajji,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mounir Hamdi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Leila Hamrouni,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mongi Harbaoui,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Kamel Harraghi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Zohra Idriss,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Houcine Jaziri,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Basma Jebali,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Taoufik Jemli,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mahmoud Kahri,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Bechir Khelifi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Imed Khemiri,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Soulef Ksantini,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Maher Madhioub,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Zouhair Maghzaoui,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Issam Matoussi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Hela Omrane,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Hayet Omri,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mohamed Rachdi Bouguerra,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Ahmed Saidi,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Sana Salhi,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Moncef Sellami,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mohamed Sidhom,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mohamed Mohsen Soudani,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Sofien Toubel,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Dorra Yaacoubi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Nadia Zangar,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Ridha Zghondi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Mohamed Zrig,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Leila ™Chettaoui Bougatef,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Article 18 amendí© 2017-07-05,C
Samia Abbou,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Abir Abdelli,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Souhail Alouini,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Nizar Amami,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ahmed Ameri,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ammar Amroussia,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Tarek Barrak,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Souad Bayouli,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ali Belakhoua,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Abdelmoumen Belanes,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Haykel Belgacem,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Khawla Ben Aicha,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Nadhir Ben Ammou,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Heger Ben Cheikh Ahmed,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Mahbouba Ben Dhifallah,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Sahbi Ben Fraj,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ibtihej Ben Helal,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Mohamed Fadhel Ben Omrane,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ali Ben Salem,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Slim Besbes,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ghazi Chaouachi,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Abderraouf Chebbi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Imed Daimi,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Jamila Debbech,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Ridha Dellai,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Marouan Felfel,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Hatem Ferjani,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Tarek Fetiti,absent,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
Lamia Gharbi,pour,Projet de loi organique NŒÁ30/2016 relatif aux dispositions communes entre les instances constitutionnelles indí©pendantes Amendement du gouvernement relatif íæ l'article 18 2017-07-05,D
